epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,lr,epoch_minutes
1,1.5743315690542807,0.5360801978449037,0.46299007093554384,1.2009234157124613,0.6348916627414036,0.5843480963873053,0.0001,60.73594278494517
2,1.2953430199513607,0.606120826709062,0.5554746110688926,1.1258277981645142,0.6559114460668864,0.6094651593040021,0.0001,61.9577323158582
3,1.2145714319109222,0.6275834658187599,0.5824485833845522,1.0800418188822645,0.6646844088553933,0.6198640935570574,0.0001,60.645220633347826
